Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Steroid hormone biosynthesis	1/61	0.8208068736597679	0.9996464806701492	0	0	0.5831829121540313	0.11515963103394326	CYP7B1
Cholinergic synapse	2/113	0.8251183714905725	0.9996464806701492	0	0	0.6299464020983009	0.12109360303737794	JAK2;ADCY7
Hippo signaling pathway	3/163	0.8340750376986106	0.9996464806701492	0	0	0.6550611413043478	0.11884899233768512	WNT6;ID1;BIRC5
Cortisol synthesis and secretion	1/65	0.8399417020114862	0.9996464806701492	0	0	0.5466211642599278	0.09534318959305729	ADCY7
Long-term potentiation	1/67	0.8487299665909459	0.9996464806701492	0	0	0.5300021879444262	0.08692788687604737	CALML4
Mitophagy	1/68	0.8529417720901196	0.9996464806701492	0	0	0.5220647664206045	0.08304170808335944	E2F1
Adipocytokine signaling pathway	1/69	0.8570365121873108	0.9996464806701492	0	0	0.5143607984710129	0.07935288700889696	JAK2
Renin secretion	1/69	0.8570365121873108	0.9996464806701492	0	0	0.5143607984710129	0.07935288700889696	CALML4
Central carbon metabolism in cancer	1/70	0.8610174349583574	0.9996464806701492	0	0	0.5068801339402501	0.07584980940464132	SCO2
Melanoma	1/72	0.8686503735269429	0.9996464806701492	0	0	0.49255097371230994	0.06935835190833185	E2F1
Non-small cell lung cancer	1/72	0.8686503735269429	0.9996464806701492	0	0	0.49255097371230994	0.06935835190833185	E2F1
Lysosome	2/128	0.8739540814496152	0.9996464806701492	0	0	0.5545222308332616	0.07470936229892343	AP1G2;LAMP3
PPAR signaling pathway	1/74	0.875864817359989	0.9996464806701492	0	0	0.4790069729489145	0.06348926935852495	APOA2
Relaxin signaling pathway	2/129	0.8767167301321894	0.9996464806701492	0	0	0.5501274366020703	0.07238100262604094	RXFP1;ADCY7
Chronic myeloid leukemia	1/76	0.8826836723008405	0.9996464806701492	0	0	0.4661853188929001	0.05817451285819597	E2F1
Axon guidance	3/182	0.8841362556641081	0.9996464806701492	0	0	0.5849526354141366	0.07203346165150236	SEMA3D;SEMA3A;UNC5C
Estrogen signaling pathway	2/137	0.896885448439597	0.9996464806701492	0	0	0.5173129730091756	0.05629768630604169	CALML4;ADCY7
Colorectal cancer	1/86	0.9115619263904606	0.9996464806701492	0	0	0.41112762794648544	0.03806867030716856	BIRC5
Insulin secretion	1/86	0.9115619263904606	0.9996464806701492	0	0	0.41112762794648544	0.03806867030716856	ADCY7
Cardiac muscle contraction	1/87	0.9140266273550245	0.9996464806701492	0	0	0.4063260851313911	0.036526917133031696	SLC8A1
GABAergic synapse	1/89	0.9187522212928813	0.9996464806701492	0	0	0.39705037742041355	0.03364557678022642	ADCY7
TGF-beta signaling pathway	1/94	0.9294625810934761	0.9996464806701492	0	0	0.3756065370133147	0.02747514103372549	ID1
mTOR signaling pathway	2/154	0.9299668414642916	0.9996464806701492	0	0	0.4590511087846198	0.03333002446695372	WNT6;LPIN3
Rap1 signaling pathway	3/210	0.9335202748386544	0.9996464806701492	0	0	0.5050934677588742	0.03474669141185363	ID1;CALML4;ADCY7
Phosphatidylinositol signaling system	1/97	0.9351996971948913	0.9996464806701492	0	0	0.36381242478941034	0.024373683472969806	CALML4
Choline metabolism in cancer	1/98	0.9370066120629971	0.9996464806701492	0	0	0.3600431724291935	0.0234261874611577	JMJD7-PLA2G4B
mRNA surveillance pathway	1/98	0.9370066120629971	0.9996464806701492	0	0	0.3600431724291935	0.0234261874611577	PABPC4L
Regulation of actin cytoskeleton	3/218	0.9435586909313874	0.9996464806701492	0	0	0.4860970677451972	0.02824064065058601	DIAPH3;ITGB8;IQGAP3
Longevity regulating pathway	1/102	0.9437450726571617	0.9996464806701492	0	0	0.34571254959430964	0.020016479864114096	ADCY7
Protein digestion and absorption	1/103	0.9453140903997527	0.9996464806701492	0	0	0.3423055142634671	0.01925058980605826	SLC8A1
Wnt signaling pathway	2/166	0.9469801165458822	0.9996464806701492	0	0	0.4251973713227187	0.023163554699187416	VANGL1;WNT6
Hepatocellular carcinoma	2/168	0.9494023428604648	0.9996464806701492	0	0	0.4200309374931916	0.021809100514248496	WNT6;E2F1
Tight junction	2/169	0.9505735453948718	0.9996464806701492	0	0	0.4174941256727052	0.021162670588067495	CLDN7;AMOTL2
Glucagon signaling pathway	1/107	0.9511652661055701	0.9996464806701492	0	0	0.3293202097949731	0.016488223184371126	CALML4
Insulin resistance	1/108	0.9525276589118723	0.9996464806701492	0	0	0.32622558115995814	0.015866351136676605	IL6
Ribosome biogenesis in eukaryotes	1/108	0.9525276589118723	0.9996464806701492	0	0	0.32622558115995814	0.015866351136676605	PWP2
Protein processing in endoplasmic reticulum	2/171	0.9528388330529204	0.9996464806701492	0	0	0.4125105663567202	0.019928181267548202	EIF2AK2;SEC31B
Ras signaling pathway	3/232	0.9578164846994086	0.9996464806701492	0	0	0.4560470856274919	0.019655209926629835	JMJD7-PLA2G4B;CALML4;RGL1
MAPK signaling pathway	4/294	0.9647362748978341	0.9996464806701492	0	0	0.4795043494586645	0.017214448417560885	JMJD7-PLA2G4B;STMN1;CD14;MYD88
Neurotrophin signaling pathway	1/119	0.9652279190815203	0.9996464806701492	0	0	0.2956464541393869	0.010463229557737512	CALML4
Sphingolipid signaling pathway	1/119	0.9652279190815203	0.9996464806701492	0	0	0.2956464541393869	0.010463229557737512	ADORA3
AMPK signaling pathway	1/120	0.9661985567526146	0.9996464806701492	0	0	0.29314686163273973	0.01008012470783123	CCNA2
Alcoholism	2/186	0.966929334902615	0.9996464806701492	0	0	0.37858715307807217	0.012731834025365965	GRIN3A;CALML4
RNA transport	2/186	0.966929334902615	0.9996464806701492	0	0	0.37858715307807217	0.012731834025365965	PABPC4L;TACC3
Thyroid hormone signaling pathway	1/121	0.9671421452645261	0.9996464806701492	0	0	0.29068892900120336	0.009711858455354234	STAT1
Dopaminergic synapse	1/132	0.9759373547813809	0.9996464806701492	0	0	0.26612836553035524	0.0064820567446815195	CALML4
Alzheimer disease	5/369	0.9772770960565049	0.9996464806701492	0	0	0.47654845154845155	0.010953488962299545	WNT6;IL6;EIF2AK2;CYBB;CALML4
Proteoglycans in cancer	2/205	0.9790512801149854	0.9996464806701492	0	0	0.3428143845927721	0.007257811688528434	WNT6;TLR4
Insulin signaling pathway	1/137	0.979115619718691	0.9996464806701492	0	0	0.2562778721596942	0.0054088838071595395	CALML4
Spinocerebellar ataxia	1/143	0.9823812043105279	0.9996464806701492	0	0	0.2453729597803427	0.004361713955801071	GRIN3A
Prion disease	3/273	0.9825498149606261	0.9996464806701492	0	0	0.38597020933977455	0.006794709988015825	IL6;GRIN3A;CYBB
Retrograde endocannabinoid signaling	1/148	0.9847094684533769	0.9996464806701492	0	0	0.23696554434047987	0.003651316102350837	ADCY7
Non-alcoholic fatty liver disease	1/155	0.9874621302542747	0.9996464806701492	0	0	0.22611233531811148	0.0028528891932497902	IL6
Focal adhesion	1/201	0.9966025346734391	0.9996464806701492	0	0	0.1736913357400722	5.911150066305158E-4	ITGB8
Diabetic cardiomyopathy	1/203	0.9967901878872149	0.9996464806701492	0	0	0.17195374772134253	5.52826932974042E-4	CYBB
Thermogenesis	1/232	0.9985920130122254	0.9996464806701492	0	0	0.15013987216153282	2.1154394688401831E-4	ADCY7
Parkinson disease	1/249	0.9991313615796311	0.9996464806701492	0	0	0.13972429253522767	1.214226325749351E-4	CALML4
Endocytosis	1/252	0.9992023038685311	0.9996464806701492	0	0	0.13803270671825335	1.1015209595905616E-4	GRK3
Pathways of neurodegeneration	4/475	0.999261261975774	0.9996464806701492	0	0	0.2924464686865417	2.161211647628354E-4	WNT6;IL6;CYBB;CALML4
Olfactory transduction	3/440	0.9996464806701492	0.9996464806701492	0	0	0.23639438861804796	8.358476112978172E-5	GRK3;CALML4;SLC8A1
