Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of cell activation (GO:0050867)	2/10	0.02984403281149456	0.17116223073448178	0	0	8.787070524412297	30.858173862268305	CAPN3;TLR4
positive regulation of T cell apoptotic process (GO:0070234)	2/10	0.02984403281149456	0.17116223073448178	0	0	8.787070524412297	30.858173862268305	CD274;IDO1
regulation of signal transduction by p53 class mediator (GO:1901796)	9/156	0.030235156565016647	0.17299643827059052	0	0	2.163938102713613	7.571078235622147	TPX2;BLM;BRIP1;RMI2;EXO1;CDK1;BRCA1;CDK5RAP3;AURKB
B cell activation (GO:0042113)	6/85	0.030810751572229903	0.17505124897946076	0	0	2.679117382582832	9.323038002447483	CD86;VCAM1;CD70;IFNB1;NFAM1;GPR183
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	6/85	0.030810751572229903	0.17505124897946076	0	0	2.679117382582832	9.323038002447483	CENPE;KIF4A;KIF23;KIF2C;KIF11;KIF15
negative regulation of defense response (GO:0031348)	6/85	0.030810751572229903	0.17505124897946076	0	0	2.679117382582832	9.323038002447483	IFI16;ALOX5;DHX58;SAA1;ACOD1;FPR2
positive regulation of cell division (GO:0051781)	4/44	0.03321249729508431	0.18825588420064146	0	0	3.5217785843920146	11.991054029477592	KIF14;KIF23;KIF20B;AURKB
regulation of viral life cycle (GO:1903900)	3/26	0.0344187947045204	0.1941860371003872	0	0	4.589319470699433	15.46211719605678	LAMP3;TRIM14;TRIM22
negative regulation of transposition (GO:0010529)	3/26	0.0344187947045204	0.1941860371003872	0	0	4.589319470699433	15.46211719605678	MYBL1;APOBEC3A;APOBEC3B
pyrimidine nucleoside salvage (GO:0043097)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	TK1;TYMP
pyrimidine-containing compound salvage (GO:0008655)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	TK1;TYMP
complement receptor mediated signaling pathway (GO:0002430)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	FPR3;FPR2
cytidine to uridine editing (GO:0016554)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	APOBEC3A;APOBEC3B
desensitization of G protein-coupled receptor signaling pathway (GO:0002029)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	GRK3;ARR3
DNA damage response, signal transduction resulting in transcription (GO:0042772)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	MUC1;FOXM1
regulation of T cell apoptotic process (GO:0070232)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	CD274;IDO1
regulation of T cell mediated immunity (GO:0002709)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	FUT7;CCR2
formation of extrachromosomal circular DNA (GO:0001325)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	BLM;EXO1
response to hydroxyurea (GO:0072710)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	BLM;DDX11
t-circle formation (GO:0090656)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	BLM;EXO1
telomere maintenance via telomere trimming (GO:0090737)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	BLM;EXO1
metanephric mesenchyme development (GO:0072075)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	STAT1;PKD2
positive regulation of DNA-dependent DNA replication (GO:2000105)	2/11	0.035816214486355455	0.1956985052790503	0	0	7.810327506530038	26.003349573148554	CDC7;E2F8
regulation of cell population proliferation (GO:0042127)	30/764	0.03619581864505685	0.19732821580428747	0	0	1.4566757493188012	4.834432481874544	CD86;IFITM1;CXCL9;UHRF1;CDCA7;KIF14;TTK;FOXM1;PKD2;IFIT3;DLL4;CLEC7A;ADORA3;STAT4;JAK2;STAT1;STAT2;TNFRSF9;AVPR2;EIF2AK2;CDC7;EMP2;S100B;SHCBP1;CXCL10;CXCL11;IL6;BIRC5;KIF20B;IL7R
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	3/27	0.03794614561461363	0.2050275039221663	0	0	4.397871376811594	14.388020341890087	IFIH1;DDX58;NOD2
regulation of vascular endothelial growth factor production (GO:0010574)	3/27	0.03794614561461363	0.2050275039221663	0	0	4.397871376811594	14.388020341890087	IL6;BRCA1;CCR2
negative regulation of catalytic activity (GO:0043086)	3/27	0.03794614561461363	0.2050275039221663	0	0	4.397871376811594	14.388020341890087	HP;IFIT1;PARP9
positive regulation of nitric oxide biosynthetic process (GO:0045429)	3/27	0.03794614561461363	0.2050275039221663	0	0	4.397871376811594	14.388020341890087	CLEC7A;PKD2;TLR4
regulation of double-strand break repair via homologous recombination (GO:0010569)	4/46	0.03825294604854959	0.20576861887756387	0	0	3.353729150462363	10.945011459613175	RAD51AP1;POLQ;RMI2;RAD51
positive regulation of response to stimulus (GO:0048584)	4/46	0.03825294604854959	0.20576861887756387	0	0	3.353729150462363	10.945011459613175	IFIH1;RSAD2;DDX58;CD80
protein complex oligomerization (GO:0051259)	6/90	0.03915246253568838	0.21014131440615047	0	0	2.5189955763726255	8.162281109632065	POLQ;BLM;RNF213;PNPT1;CARD9;PKD2
activation of protein kinase activity (GO:0032147)	7/114	0.039635616265969974	0.21226491183497387	0	0	2.3085817586465653	7.4521646278823654	CD86;TPX2;KIF14;EMP2;CLSPN;JAK2;ADCY7
regulation of DNA binding (GO:0051101)	4/47	0.040928278542570126	0.2185427958304496	0	0	3.2755666230532223	10.468494896899244	IFI16;HJURP;E2F1;JAK2
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	9/165	0.04098803466729373	0.2185427958304496	0	0	2.0381445477599325	6.510801992231838	CXCL10;CXCL11;CXCL9;PTGIR;AVPR2;OXER1;FPR2;RXFP1;ADCY7
cellular response to interleukin-6 (GO:0071354)	3/28	0.041650399937090944	0.22018622609341754	0	0	4.221739130434782	13.418562709347079	IL6;STAT1;JAK2
regulation of immunoglobulin production (GO:0002637)	3/28	0.041650399937090944	0.22018622609341754	0	0	4.221739130434782	13.418562709347079	CD86;SASH3;IL6
positive regulation of nitric oxide metabolic process (GO:1904407)	3/28	0.041650399937090944	0.22018622609341754	0	0	4.221739130434782	13.418562709347079	CLEC7A;PKD2;TLR4
regulation of DNA-dependent DNA replication (GO:0090329)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	BLM;TICRR
ganglion development (GO:0061548)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	SEMA3A;UNC5C
macrophage chemotaxis (GO:0048246)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	SAA1;CCL2
nucleoside salvage (GO:0043174)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	TK1;TYMP
positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	DDX58;STAP1
positive regulation of neuroinflammatory response (GO:0150078)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	IL6;STAP1
positive regulation of T-helper 17 type immune response (GO:2000318)	2/12	0.04220387268484714	0.22018622609341754	0	0	7.028933092224231	22.248283322663767	CLEC7A;CARD9
cellular response to alcohol (GO:0097306)	4/48	0.04370710424549868	0.22656716858884574	0	0	3.200956937799043	10.019778238347557	BLM;RAD51;BRCA1;ADCY7
cellular response to ionizing radiation (GO:0071479)	4/48	0.04370710424549868	0.22656716858884574	0	0	3.200956937799043	10.019778238347557	RAD51AP1;BLM;RAD51;IFI16
positive regulation of DNA repair (GO:0045739)	4/48	0.04370710424549868	0.22656716858884574	0	0	3.200956937799043	10.019778238347557	SLF1;DDX11;BRCA1;FOXM1
defense response to Gram-positive bacterium (GO:0050830)	5/70	0.04485449120790125	0.2320191805338346	0	0	2.7104895104895106	8.414258122536351	IL6;GBP2;MPEG1;GBP4;MYD88
regulation of double-strand break repair via nonhomologous end joining (GO:2001032)	3/29	0.04552934143159086	0.23302570108236167	0	0	4.059155518394649	12.540348134558952	DTX3L;AUNIP;PARP9
regulation of response to biotic stimulus (GO:0002831)	3/29	0.04552934143159086	0.23302570108236167	0	0	4.059155518394649	12.540348134558952	HERC5;DHX58;SAMHD1
establishment of mitotic spindle localization (GO:0040001)	3/29	0.04552934143159086	0.23302570108236167	0	0	4.059155518394649	12.540348134558952	PLK1;CENPA;NDC80
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	3/29	0.04552934143159086	0.23302570108236167	0	0	4.059155518394649	12.540348134558952	CD14;TLR4;MYD88
protein ADP-ribosylation (GO:0006471)	3/29	0.04552934143159086	0.23302570108236167	0	0	4.059155518394649	12.540348134558952	PARP14;PARP9;PARP15
receptor internalization (GO:0031623)	4/49	0.04658932851291973	0.23744897263097323	0	0	3.1296632385561605	9.596748547580784	GRK3;MX2;MX1;ARR3
positive regulation of reactive oxygen species metabolic process (GO:2000379)	4/49	0.04658932851291973	0.23744897263097323	0	0	3.1296632385561605	9.596748547580784	CLEC7A;ACOD1;FPR2;TLR4
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	7/119	0.04808443854504774	0.24349204414310827	0	0	2.2049498175182483	6.691574379569011	CASP5;CLEC7A;CARD9;TNFSF10;JAK2;S100A9;S100A8
regulation of cell aging (GO:0090342)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	PNPT1;FOXM1
regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	IL6;FUT7
DNA deamination (GO:0045006)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	APOBEC3A;APOBEC3B
regulation of nucleocytoplasmic transport (GO:0046822)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	IFI27;MX2
regulation of oxidoreductase activity (GO:0051341)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	HP;NOD2
response to muramyl dipeptide (GO:0032495)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	NOD2;INAVA
homeostasis of number of cells (GO:0048872)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	CX3CR1;CARD9
mature B cell differentiation involved in immune response (GO:0002313)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	IL6;GPR183
toll-like receptor 9 signaling pathway (GO:0034162)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	TLR7;MYD88
triglyceride-rich lipoprotein particle remodeling (GO:0034370)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	CETP;APOA2
positive regulation of neuron migration (GO:2001224)	2/13	0.04897943839317265	0.24349204414310827	0	0	6.3896103896103895	19.27333128877019	SEMA3A;KIF20B
positive regulation of gene expression (GO:0010628)	20/482	0.04911986400924272	0.24369077727284835	0	0	1.5360278350932557	4.628807229849892	DDX58;NFAM1;CARD9;AVPR2;EIF2AK2;SERPINB9;BRCA1;DLL4;WNT6;PLSCR1;IL6;IFI16;CLEC7A;LAMP3;E2F1;SAA1;ITGB8;STAP1;TLR4;MYD88
alpha-amino acid catabolic process (GO:1901606)	3/30	0.04958045658354797	0.24497390564498447	0	0	3.9086151368760063	11.742099556272308	KMO;IDO2;IDO1
establishment of spindle orientation (GO:0051294)	3/30	0.04958045658354797	0.24497390564498447	0	0	3.9086151368760063	11.742099556272308	PLK1;CENPA;NDC80
blood circulation (GO:0008015)	4/51	0.052662977943968625	0.2595300555222125	0	0	2.9961771633779977	8.820273899134714	DLL4;CXCL10;STAT1;MEOX2
positive regulation of cytosolic calcium ion concentration (GO:0007204)	8/147	0.052740444094167664	0.2595300555222125	0	0	2.0313285020977734	5.97692548390292	CX3CR1;PTGIR;SAA1;FPR3;CCL1;FPR2;SLC8A1;CCR2
calcium ion homeostasis (GO:0055074)	6/97	0.05304128522548019	0.26048210112756065	0	0	2.324385996517144	6.8259887978600355	CCL13;CCL8;CCL7;CCL1;SLC8A1;CCR2
negative regulation of DNA binding (GO:0043392)	3/31	0.053800960546111665	0.2620906230619817	0	0	3.768827639751553	11.014262940925436	IFI16;E2F1;JAK2
negative regulation of response to biotic stimulus (GO:0002832)	3/31	0.053800960546111665	0.2620906230619817	0	0	3.768827639751553	11.014262940925436	IFI16;DHX58;ACOD1
phospholipid translocation (GO:0045332)	3/31	0.053800960546111665	0.2620906230619817	0	0	3.768827639751553	11.014262940925436	PLSCR1;PLSCR4;ATP10A
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	3/31	0.053800960546111665	0.2620906230619817	0	0	3.768827639751553	11.014262940925436	CDC20;UBE2C;PLK1
modification-dependent protein catabolic process (GO:0019941)	10/201	0.054375324277300775	0.26435778897140616	0	0	1.8496565637158364	5.385912894693548	CDC20;RNF213;DTX3L;UBE2C;UHRF1;PLK1;BUB1B;ISG15;DTL;AURKB
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	6/98	0.05524069421251027	0.2664163311813798	0	0	2.299002138275125	6.6580375187999845	CENPE;KIF4A;KIF23;KIF2C;KIF11;KIF15
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	4/52	0.05585360905558991	0.2664163311813798	0	0	2.9336055656382336	8.463514058745602	CXCL10;CXCL9;CXCL11;CAPN3
protein homotetramerization (GO:0051289)	4/52	0.05585360905558991	0.2664163311813798	0	0	2.9336055656382336	8.463514058745602	GBP5;TK1;PKD2;SAMHD1
pyrimidine nucleoside biosynthetic process (GO:0046134)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	TK1;TYMP
covalent chromatin modification (GO:0016569)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	HELLS;AURKB
regulation of vasculogenesis (GO:2001212)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	EMP2;RIN2
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	FPR2;LILRB2
low-density lipoprotein particle remodeling (GO:0034374)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	CETP;APOA2
T-helper cell differentiation (GO:0042093)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	IL6;GPR183
negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	DLL4;MEOX2
positive regulation of superoxide anion generation (GO:0032930)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	CLEC7A;FPR2
positive regulation of T-helper cell differentiation (GO:0045624)	2/14	0.05611654791165915	0.2664163311813798	0	0	5.856841470765521	16.869604204954985	CD86;CD80
B cell proliferation (GO:0042100)	3/32	0.058187821668772906	0.2735729755202385	0	0	3.638680659670165	10.348695964393068	CD70;IFNB1;GAPT
DNA damage checkpoint signaling (GO:0000077)	3/32	0.058187821668772906	0.2735729755202385	0	0	3.638680659670165	10.348695964393068	BRIP1;E2F1;CLSPN
negative regulation of double-strand break repair (GO:2000780)	3/32	0.058187821668772906	0.2735729755202385	0	0	3.638680659670165	10.348695964393068	POLQ;RMI2;AUNIP
positive regulation of immune effector process (GO:0002699)	3/32	0.058187821668772906	0.2735729755202385	0	0	3.638680659670165	10.348695964393068	DHX58;DDX60;CCR2
positive regulation of receptor signaling pathway via STAT (GO:1904894)	3/32	0.058187821668772906	0.2735729755202385	0	0	3.638680659670165	10.348695964393068	IL6;IL10RA;IL7R
regulation of DNA replication (GO:0006275)	4/53	0.05914605849776365	0.2775403054459857	0	0	2.8735879106633577	8.125774784630229	CCNA2;BLM;DSCC1;ESCO2
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	6/100	0.05980254186908831	0.28007908605098114	0	0	2.2498546680618534	6.337181646199063	CENPE;KIF4A;KIF23;KIF2C;KIF11;KIF15
protein phosphorylation (GO:0006468)	20/496	0.06210735648571586	0.2878159211088078	0	0	1.489751040603157	4.139855513358943	PLK4;PKDCC;PLK1;EIF2AK2;CDC7;TTK;HASPIN;AURKB;CCNA2;GRK3;MELK;CDK3;CDK1;BIRC5;CCL2;NEK2;TLR7;CLSPN;JAK2;TLR4
negative chemotaxis (GO:0050919)	3/33	0.06273778466933455	0.2878159211088078	0	0	3.517210144927536	9.738421153941946	SEMA3D;SEMA3A;UNC5C
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	3/33	0.06273778466933455	0.2878159211088078	0	0	3.517210144927536	9.738421153941946	IL6;IL10RA;JAK2
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	5/77	0.06277322241573087	0.2878159211088078	0	0	2.4460858585858585	6.771320162444959	AMER1;FANCI;BRCA1;CDK5RAP3;INAVA
regulation of lymphocyte activation (GO:0051249)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	THEMIS2;CLEC7A
regulation of microglial cell activation (GO:1903978)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	IL6;STAP1
regulation of superoxide anion generation (GO:0032928)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	CLEC7A;FPR2
regulation of T cell chemotaxis (GO:0010819)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	CXCL10;CCR2
response to ethanol (GO:0045471)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	GRIN3A;ADCY7
icosanoid biosynthetic process (GO:0046456)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	ALOX5;LTC4S
RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	NYNRIN;ZC3H12D
lipoxygenase pathway (GO:0019372)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	ALOX5;LTC4S
synaptonemal complex assembly (GO:0007130)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	TRIP13;REC8
synaptonemal complex organization (GO:0070193)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	TRIP13;REC8
modulation by host of viral genome replication (GO:0044827)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	CCL8;IFI27
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	APOBEC3A;APOBEC3B
positive regulation of acute inflammatory response (GO:0002675)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	IL6;FFAR2
positive regulation of response to cytokine stimulus (GO:0060760)	2/15	0.06358999740903587	0.2878159211088078	0	0	5.4060370009737095	14.895248853333392	IFIH1;DDX58
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	6/103	0.0670536838760329	0.30292781579749684	0	0	2.179933524871838	5.89075093502466	CENPE;KIF4A;KIF23;KIF2C;KIF11;KIF15
B cell receptor signaling pathway (GO:0050853)	3/34	0.06744739247192237	0.3041401006261778	0	0	3.403576437587658	9.177428542193564	NFAM1;CD38;MNDA
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	5/79	0.0685353673534931	0.3084727294982824	0	0	2.3797297297297297	6.3786403115608765	AIM2;ADORA3;NLRC5;ACOD1;CDK5RAP3
cellular metal ion homeostasis (GO:0006875)	6/104	0.06957962343513466	0.31259290084006797	0	0	2.1575777852124456	5.750556516726444	CCL13;CCL8;CCL7;CCL1;SLC8A1;CCR2
positive regulation of macromolecule metabolic process (GO:0010604)	16/384	0.07060421929822323	0.31483171979672153	0	0	1.538840041945632	4.078950013521522	DTX3L;DDX58;AVPR2;SERPINB9;BRCA1;DLL4;WNT6;PLSCR1;IL6;CLEC7A;LAMP3;E2F1;STAP1;ITGB8;TLR4;MYD88
regulation of chromatin silencing (GO:0031935)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	CDC45;ATAD2
regulation of interleukin-1 production (GO:0032652)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	SAA1;TLR4
dendritic cell chemotaxis (GO:0002407)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	GPR183;CCR2
DNA unwinding involved in DNA replication (GO:0006268)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	BLM;RAD51
response to organophosphorus (GO:0046683)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	STAT1;TYMS
T cell mediated immunity (GO:0002456)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	CD70;EMP2
necroptotic process (GO:0070266)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	CD14;TLR4
neural tube development (GO:0021915)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	STIL;PKD2
positive regulation of double-strand break repair via nonhomologous end joining (GO:2001034)	2/16	0.07137569904707207	0.31483171979672153	0	0	5.019633169723585	13.250816683825137	DTX3L;PARP9
regulation of blood circulation (GO:1903522)	3/35	0.07231300691075791	0.31723572290325264	0	0	3.297044836956522	8.66051669310828	CYP2J2;S100A1;ADORA3
cellular response to amyloid-beta (GO:1904646)	3/35	0.07231300691075791	0.31723572290325264	0	0	3.297044836956522	8.66051669310828	VCAM1;FPR2;TLR4
positive regulation of immunoglobulin production (GO:0002639)	3/35	0.07231300691075791	0.31723572290325264	0	0	3.297044836956522	8.66051669310828	CD86;SASH3;IL6
regulation of bone mineralization (GO:0030500)	4/57	0.07331898301402004	0.32048982485047317	0	0	2.656165462452488	6.9403896326545835	PKDCC;ALOX5;ISG15;SLC8A1
regulation of reactive oxygen species metabolic process (GO:2000377)	4/57	0.07331898301402004	0.32048982485047317	0	0	2.656165462452488	6.9403896326545835	ALOX5;ACOD1;BRCA1;FOXM1
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	5/81	0.07458039100844807	0.32541731760160975	0	0	2.316866028708134	6.014300768471538	CASP5;TNFSF10;JAK2;S100A9;S100A8
regulation of cell cycle G1/S phase transition (GO:1902806)	3/36	0.07733082812573351	0.33441103214443757	0	0	3.196969696969697	8.183163739283097	KIF14;E2F1;FAM83D
macrophage activation (GO:0042116)	3/36	0.07733082812573351	0.33441103214443757	0	0	3.196969696969697	8.183163739283097	FPR2;JAK2;TLR4
membrane fusion (GO:0061025)	3/36	0.07733082812573351	0.33441103214443757	0	0	3.196969696969697	8.183163739283097	GCA;MX2;MX1
negative regulation of toll-like receptor signaling pathway (GO:0034122)	3/36	0.07733082812573351	0.33441103214443757	0	0	3.196969696969697	8.183163739283097	ACOD1;CD14;TLR4
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	3/36	0.07733082812573351	0.33441103214443757	0	0	3.196969696969697	8.183163739283097	NLRC5;PARP14;PARP9
regulation of transferase activity (GO:0051338)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	NLRC5;EMP2
response to purine-containing compound (GO:0014074)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	P2RY6;STAT1
reverse cholesterol transport (GO:0043691)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	CETP;APOA2
midbody abscission (GO:0061952)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	KIF20A;CEP55
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	PSRC1;PKD2
positive regulation of macrophage activation (GO:0043032)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	STAP1;TLR4
positive regulation of telomere capping (GO:1904355)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	NEK2;AURKB
positive regulation of transcription of Notch receptor target (GO:0007221)	2/17	0.07945063861239245	0.3387473625196205	0	0	4.684749849306812	11.864688109438605	STAT1;DLGAP5
positive regulation of apoptotic signaling pathway (GO:2001235)	4/59	0.08099402422066408	0.3441182184926989	0	0	2.5593136446131	6.432527477501816	IFNB1;TNFSF10;S100A9;S100A8
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	4/59	0.08099402422066408	0.3441182184926989	0	0	2.5593136446131	6.432527477501816	IL6;JAK2;PARP9;PARP14
positive regulation of signaling receptor activity (GO:2000273)	3/37	0.08249691295184426	0.349890753183871	0	0	3.102781329923274	7.741422058429413	CCL2;JAK2;CCR2
regulation of protein ubiquitination (GO:0031396)	6/109	0.08302214370239777	0.35150387543109424	0	0	2.052310467398801	5.107478165979616	FANCI;AMER1;ISG15;BRCA1;CDK5RAP3;INAVA
cellular calcium ion homeostasis (GO:0006874)	7/136	0.08488541847049028	0.3578970313008844	0	0	1.9126916765687771	4.717564027883321	CCL13;CALB1;CCL8;CCL7;CCL1;SLC8A1;CCR2
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	7/136	0.08488541847049028	0.3578970313008844	0	0	1.9126916765687771	4.717564027883321	IL6;GPR25;FCGR3A;PTGIR;AVPR2;RXFP1;ADCY7
Notch signaling pathway (GO:0007219)	4/60	0.08497472795931964	0.3578970313008844	0	0	2.5134819808141042	6.196741956232452	DLL4;DTX3L;STAT1;DLGAP5
regulation of inflammatory response to antigenic stimulus (GO:0002861)	7/137	0.08744330788068978	0.3604403522965162	0	0	1.8978804042672657	4.624687794662415	IL6;GPR25;FCGR3A;PTGIR;AVPR2;RXFP1;ADCY7
base conversion or substitution editing (GO:0016553)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	APOBEC3A;APOBEC3B
regulation of cellular protein catabolic process (GO:1903362)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	AMER1;CDK5RAP3
DNA strand elongation (GO:0022616)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	GINS1;GINS2
DNA strand elongation involved in DNA replication (GO:0006271)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	GINS1;GINS2
high-density lipoprotein particle remodeling (GO:0034375)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	CETP;APOA2
leukocyte tethering or rolling (GO:0050901)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	CX3CR1;VCAM1
mitochondrial fission (GO:0000266)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	MX2;MX1
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	POLQ;RMI2
positive regulation of lymphocyte chemotaxis (GO:0140131)	2/18	0.08779283466327775	0.3604403522965162	0	0	4.391726943942134	10.684085235098022	CCL7;CCR2
