Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Purine metabolism	11/129	0.967554054794119	0.999996095524618	0	0	0.6002957059185603	0.01980014458999716	PDE11A;PDE10A;PDE1A;NT5C1B;ENPP1;AMPD1;ADCY2;ENPP3;AK5;PDE6A;XDH
Gastric cancer	13/149	0.9704405396897465	0.999996095524618	0	0	0.6153604566592467	0.01846398031862272	SHC4;CDX2;WNT7A;AXIN2;FGF16;FGF8;FGF9;CDH1;FGF18;FGF23;CDH17;FGFR2;FGF10
Thyroid hormone signaling pathway	10/121	0.970817689200814	0.999996095524618	0	0	0.5801572530614447	0.017182276038253008	PRKCG;SLCO1C1;THRB;THRA;DIO2;ATP1A4;ATP1A2;ATP1B2;MYH6;MYH7
Longevity regulating pathway	8/102	0.971550549734781	0.999996095524618	0	0	0.5481945925301166	0.015821980736680678	PRKAA2;SESN2;HSPA6;IRS4;ADCY2;IGF1;CRYAB;FOXA2
Arginine and proline metabolism	3/50	0.9716536437834218	0.999996095524618	0	0	0.4114984155726573	0.011832995593472052	DAO;NOS1;CNDP1
alpha-Linolenic acid metabolism	1/25	0.9727282697793219	0.999996095524618	0	0	0.2687740892701728	0.007431739655161015	PLA2G4D
Rheumatoid arthritis	7/93	0.9736030603694485	0.999996095524618	0	0	0.5243381873505759	0.014026882285602305	IL11;IFNG;ANGPT1;MMP1;MMP3;ACP5;ATP6V0A4
Cholinergic synapse	9/113	0.9742048541711552	0.999996095524618	0	0	0.5573038073038074	0.014564396518735236	PRKCG;GNAO1;CHRNB4;CHRM4;CHRNA7;CACNA1B;ADCY2;CACNA1C;KCNJ3
TGF-beta signaling pathway	7/94	0.9757482814781806	0.999996095524618	0	0	0.5182812332151682	0.01272413294588721	GREM2;IFNG;NOG;INHBA;BMPR1B;BMP7;BMP5
Spinocerebellar ataxia	12/143	0.9765623353035862	0.999996095524618	0	0	0.5896560596963719	0.01398469307983924	PRKCG;GRIA1;MAPK10;GRIA2;GRIN2A;FGF14;RELN;TBPL2;RORA;SLC1A6;GRIN2B;GRM1
Staphylococcus aureus infection	7/95	0.9777318325393107	0.999996095524618	0	0	0.5123619371282923	0.011538312127656353	SELP;KRT33A;KRT16;KRT25;CFI;KRT14;KRT40
Complement and coagulation cascades	6/85	0.978166706964532	0.999996095524618	0	0	0.48927172617358233	0.010800754796771079	FGB;SERPINB2;CFHR1;CFI;F11;F2
Fatty acid elongation	1/27	0.9795596550356863	0.999996095524618	0	0	0.24807046739161623	0.005123185996005094	ELOVL6
Bladder cancer	2/41	0.9800199551104594	0.999996095524618	0	0	0.330635285112897	0.006672995448609971	CDH1;MMP1
Wnt signaling pathway	14/166	0.9824796120772523	0.999996095524618	0	0	0.5926083011126015	0.01047475855987506	PRKCG;RNF43;CTNND2;PRICKLE2;WNT7A;AXIN2;CXXC4;MAPK10;CCND2;PPP3R2;DAAM2;TBL1Y;ROR1;LGR6
Drug metabolism	8/108	0.9825976242847307	0.999996095524618	0	0	0.5151234106207928	0.009043288717806564	CYP2B6;CYP1A2;FMO1;UGT2A1;CYP2C19;XDH;UGT2B7;ADH6
Choline metabolism in cancer	7/98	0.9828180808090626	0.999996095524618	0	0	0.49538461538461537	0.008585630287071369	PRKCG;MAPK10;PCYT1B;SLC44A4;PLA2G4D;DGKB;PLPP2
Inflammatory mediator regulation of TRP channels	7/98	0.9828180808090626	0.999996095524618	0	0	0.49538461538461537	0.008585630287071369	PRKCG;MAPK10;PLA2G4D;TRPV4;ADCY2;IGF1;HTR2A
Phospholipase D signaling pathway	12/148	0.983659974991732	0.999996095524618	0	0	0.5678122934567085	0.009354704989520863	SHC4;GRM3;GRM4;GRM7;PLA2G4D;DGKB;GRM6;ADCY2;F2;MS4A2;PLPP2;GRM1
HIF-1 signaling pathway	8/109	0.9839960072000747	0.999996095524618	0	0	0.5099935573213268	0.008227950284857287	PRKCG;LDHC;ANGPT2;IFNG;ANGPT1;ALDOC;IGF1;ENO2
Relaxin signaling pathway	10/129	0.9841351400171139	0.999996095524618	0	0	0.5409034871433603	0.008650157744914339	SHC4;GNAO1;MAPK10;COL3A1;COL1A2;MMP1;COL4A6;COL4A5;ADCY2;NOS1
Porphyrin and chlorophyll metabolism	2/43	0.9843956683812984	0.999996095524618	0	0	0.3144703312704769	0.004945788341200691	UGT2A1;UGT2B7
Hedgehog signaling pathway	3/56	0.9854171164616464	0.999996095524618	0	0	0.36478691711212996	0.005358814277065654	CCND2;LRP2;GLI2
Pyrimidine metabolism	3/56	0.9854171164616464	0.999996095524618	0	0	0.36478691711212996	0.005358814277065654	NT5C1B;ENPP1;ENPP3
Tight junction	14/169	0.9857831836145774	0.999996095524618	0	0	0.5810369009043865	0.00831977643675792	MAGI1;PATJ;PRKAA2;MPP4;CLDN6;MAPK10;TIAM1;DLG2;MARVELD2;CLDN14;PPP2R2B;MARVELD3;MPDZ;CFTR
Natural killer cell mediated cytotoxicity	10/131	0.9864431966706112	0.999996095524618	0	0	0.5319010738852873	0.007260202774368718	PRKCG;SHC4;PPP3R2;IFNG;LCK;PRF1;GZMB;KLRD1;KLRC1;KIR2DL3
Glyoxylate and dicarboxylate metabolism	1/30	0.9867372035733141	0.999996095524618	0	0	0.22236941954237355	0.0029689725941446092	AGXT
Pentose phosphate pathway	1/30	0.9867372035733141	0.999996095524618	0	0	0.22236941954237355	0.0029689725941446092	ALDOC
beta-Alanine metabolism	1/30	0.9867372035733141	0.999996095524618	0	0	0.22236941954237355	0.0029689725941446092	CNDP1
Toxoplasmosis	8/112	0.9875896790715801	0.999996095524618	0	0	0.4951959035728669	0.006183992618207351	GNAO1;MAPK10;IFNG;LAMC3;LAMA1;LAMA4;HSPA6;LDLR
Glycosphingolipid biosynthesis	2/45	0.9878332434944401	0.999996095524618	0	0	0.2998090940645609	0.0036700762587286093	B3GALT1;FUT1
JAK-STAT signaling pathway	13/162	0.9881555152260446	0.999996095524618	0	0	0.5612463255725066	0.006687356351218769	IL21;IL11;CSF3;IL23R;IL20RA;IL5RA;CCND2;IFNG;LEP;PIM1;IFNK;IL13RA2;JAK3
Asthma	1/31	0.9885180971798264	0.999996095524618	0	0	0.21494467238592566	0.0024822517549186063	MS4A2
Axon guidance	15/182	0.9888913081221763	0.999996095524618	0	0	0.5776186659302318	0.006452493891891422	SEMA5A;SEMA5B;EPHA6;DCC;SEMA3E;UNC5D;BMP7;EFNB2;PPP3R2;EFNA2;SLIT3;BMPR1B;PAK3;EPHA3;EPHA2
Oxytocin signaling pathway	12/154	0.9895548465846947	0.999996095524618	0	0	0.5436303212533629	0.005708165609627513	PRKCG;GNAO1;RYR2;CACNG8;CACNB4;PPP3R2;PRKAA2;PLA2G4D;ADCY2;CACNA1C;CACNG2;KCNJ3
GnRH signaling pathway	6/93	0.9895616256345656	0.999996095524618	0	0	0.44407504767795475	0.0046597844141074785	MAPK10;EGR1;PLA2G4D;ADCY2;CACNA1C;CGA
VEGF signaling pathway	3/59	0.9896141441977573	0.999996095524618	0	0	0.3451847704367301	0.003603786014998732	PRKCG;PPP3R2;PLA2G4D
Adherens junction	4/71	0.9897811316862772	0.999996095524618	0	0	0.3845819446457035	0.003950210138708506	CDH1;PTPRM;SNAI2;SORBS1
IL-17 signaling pathway	6/94	0.9905034289999207	0.999996095524618	0	0	0.43900326131267836	0.004188947591458077	MAPK10;CSF3;IFNG;MMP1;MMP3;FOSB
Pyruvate metabolism	2/47	0.9905280101652754	0.999996095524618	0	0	0.28645107794361524	0.002726193416224784	LDHC;ADH6
Breast cancer	11/147	0.9916263741927073	0.999996095524618	0	0	0.5202997335212632	0.004375138836002817	SHC4;FGF16;FGF8;FGF9;FGF18;WNT7A;IGF1;AXIN2;FGF23;ESR2;FGF10
Intestinal immune network for IgA production	2/48	0.9916470163097767	0.999996095524618	0	0	0.2802076573653472	0.0023504001423314343	CCL25;AICDA
Propanoate metabolism	1/34	0.9925502152339843	0.999996095524618	0	0	0.19537033897347214	0.0014609155100066638	LDHC
Ether lipid metabolism	2/49	0.992636322719716	0.999996095524618	0	0	0.27422991425849474	0.002026812176911999	PLA2G4D;PLPP2
Sphingolipid metabolism	2/49	0.992636322719716	0.999996095524618	0	0	0.27422991425849474	0.002026812176911999	SPTLC3;PLPP2
Basal cell carcinoma	3/63	0.9934366524340483	0.999996095524618	0	0	0.3220977976857036	0.0021210078915028232	WNT7A;AXIN2;GLI2
N-Glycan biosynthesis	2/50	0.993510575733997	0.999996095524618	0	0	0.2685012437810945	0.0017480967121898318	ST6GAL2;TUSC3
Vibrio cholerae infection	2/50	0.993510575733997	0.999996095524618	0	0	0.2685012437810945	0.0017480967121898318	ATP6V0A4;CFTR
Glycerophospholipid metabolism	6/98	0.9935248555247573	0.999996095524618	0	0	0.41981867810489376	0.0027272257442795067	PCYT1B;PLPP4;PLA2G4D;DGKB;ETNK2;PLPP2
Gap junction	5/88	0.9942456840476582	0.999996095524618	0	0	0.38784199179984785	0.002238211241561486	PRKCG;GJD2;ADCY2;HTR2A;GRM1
Cytokine-cytokine receptor interaction	26/295	0.9944624516485474	0.999996095524618	0	0	0.6204287409862498	0.003445201966304396	IL21;CSF3;EDA;IL23R;IL20RA;CXCL17;IL5RA;TNFRSF11B;CX3CL1;IL1RL2;IL36B;IL36RN;IL13RA2;CCL15;CCL25;NGFR;IL11;GDF15;INHBA;BMP7;BMP5;BMP3;IFNG;LEP;IFNK;BMPR1B
Thyroid cancer	1/37	0.9951663732076877	0.999996095524618	0	0	0.1790583944630942	8.675999734119151E-4	CDH1
Cushing syndrome	11/155	0.9956146862767546	0.999996095524618	0	0	0.4911653978950872	0.0021586510077368855	PDE11A;RASD1;CYP11A1;KCNA4;WNT7A;ADCY2;CACNA1C;AXIN2;LDLR;PBX1;KCNK3
Acute myeloid leukemia	3/67	0.9958793721780924	0.999996095524618	0	0	0.30189669652855544	0.0012465740283708158	ZBTB16;PIM1;RUNX1T1
Small cell lung cancer	5/92	0.9961887274797706	0.999996095524618	0	0	0.369924301950631	0.0014125758956020054	LAMC3;LAMA1;LAMA4;COL4A6;COL4A5
Fc epsilon RI signaling pathway	3/68	0.9963354780782689	0.999996095524618	0	0	0.2972349039538289	0.001091224452795213	MAPK10;PLA2G4D;MS4A2
Various types of N-glycan biosynthesis	1/39	0.9963772865370949	0.999996095524618	0	0	0.16961463711498068	6.155809405279373E-4	TUSC3
Apelin signaling pathway	9/137	0.9965241569359624	0.999996095524618	0	0	0.4521780303030303	0.0015744377074212205	SLC8A3;EGR1;RYR2;PRKAA2;CDH1;UCP1;ADCY2;NOS1;PLIN1
Osteoclast differentiation	8/127	0.9967270901351337	0.999996095524618	0	0	0.4323991376655374	0.001417524385442194	MAPK10;CALCR;PPP3R2;IFNG;LCK;ACP5;FOSB;TNFRSF11B
Peroxisome	4/82	0.996893031502802	0.999996095524618	0	0	0.33013538614733534	0.0010273169930360253	DAO;ACSL6;AGXT;XDH
Chemical carcinogenesis	19/239	0.9970337621280901	0.999996095524618	0	0	0.5545044891270952	0.0016472364729692454	PRKCG;CHRNB4;CHRNA7;CYP3A43;CACNA1B;ADCY2;CACNA1C;CYP2C19;ESR2;FGF16;RPS6KA6;CYP2B6;FGF8;FGF9;CYP1A2;FGF18;UGT2A1;UGT2B7;FGF10
Epithelial cell signaling in Helicobacter pylori infection	3/70	0.9971048394382642	0.999996095524618	0	0	0.2883287927662917	8.359688664442613E-4	MAPK10;PTPRZ1;ATP6V0A4
Ferroptosis	1/41	0.9972847518374452	0.999996095524618	0	0	0.1611152555016785	4.3806289570034703E-4	ACSL6
Glucagon signaling pathway	6/107	0.9973328346661565	0.999996095524618	0	0	0.38220929716290014	0.0010207772844986348	LDHC;PPP3R2;PRKAA2;ADCY2;CPT1C;G6PC1
Glutathione metabolism	2/57	0.9973426424425862	0.999996095524618	0	0	0.23423337856173676	6.232703320425017E-4	GGT5;GGT6
Growth hormone synthesis, secretion and action	7/119	0.9975207183218912	0.999996095524618	0	0	0.4020093457943925	9.979319945234064E-4	PRKCG;SHC4;MAPK10;IRS4;ADCY2;CACNA1C;IGF1
Sphingolipid signaling pathway	7/119	0.9975207183218912	0.999996095524618	0	0	0.4020093457943925	9.979319945234064E-4	PRKCG;OPRD1;MAPK10;SPTLC3;PPP2R2B;MS4A2;S1PR5
Endometrial cancer	2/58	0.9976632686200152	0.999996095524618	0	0	0.23003731343283582	5.381644268832596E-4	CDH1;AXIN2
FoxO signaling pathway	8/131	0.9977410394682206	0.999996095524618	0	0	0.4182400836723401	9.458565708278393E-4	MAPK10;CCND2;PRKAA2;FOXG1;IRS4;IGF1;G6PC1;GRM1
p53 signaling pathway	3/73	0.9979718731120201	0.999996095524618	0	0	0.2759238521836506	5.601768307043659E-4	CCND2;SESN2;IGF1
Colorectal cancer	4/86	0.9980085050522908	0.999996095524618	0	0	0.3139583598972659	6.258699029602694E-4	MAPK10;DCC;AXIN2;AREG
Vascular smooth muscle contraction	8/133	0.9981273201313282	0.999996095524618	0	0	0.4115003739715782	7.713309198586113E-4	PRKCG;NPPC;KCNU1;CALCB;PLA2G4D;ADCY2;CACNA1C;ADRA1A
Hematopoietic cell lineage	5/99	0.9981743625398541	0.999996095524618	0	0	0.3422376588591548	6.253729162506941E-4	IL11;CSF3;CD8B2;IL5RA;CD3G
Vasopressin-regulated water reabsorption	1/44	0.9982379300859466	0.999996095524618	0	0	0.14984863336311513	2.642766739387124E-4	DYNC1I1
Glioma	3/75	0.9984026824593225	0.999996095524618	0	0	0.2682281945999751	4.2878814679407585E-4	PRKCG;SHC4;IGF1
Basal transcription factors	1/45	0.9984743740037039	0.999996095524618	0	0	0.14643450544233835	2.235748774781665E-4	TBPL2
PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	0.9985783537434614	0.999996095524618	0	0	0.30282475947810045	4.3081599228161216E-4	PPP3R2;IFNG;LCK;CD3G
Chagas disease	5/102	0.9986752117636334	0.999996095524618	0	0	0.33159522314947104	4.395846935134316E-4	GNAO1;MAPK10;IFNG;PPP2R2B;CD3G
Proteasome	1/46	0.9986790480881619	0.999996095524618	0	0	0.14317211654026277	1.892485026882094E-4	IFNG
Transcriptional misregulation in cancer	13/192	0.998881316053383	0.999996095524618	0	0	0.46636637076636156	5.220086080128405E-4	NGFR;BCL11B;ZBTB16;MMP3;PAX3;GZMB;IGF1;PBX1;MEIS1;CCND2;H3C12;PROM1;RUNX1T1
Valine, leucine and isoleucine degradation	1/48	0.9990095820767114	0.999996095524618	0	0	0.13706381391509995	1.3581772719924648E-4	AGXT2
Insulin resistance	5/108	0.9993079765642635	0.999996095524618	0	0	0.3121701948638347	2.1610387388410726E-4	MAPK10;RPS6KA6;PRKAA2;TRIB3;G6PC1
Prostate cancer	4/97	0.9994284110719427	0.999996095524618	0	0	0.2766468316108153	1.581734753421732E-4	MMP3;KLK3;IGF1;FGFR2
Central carbon metabolism in cancer	2/70	0.9995076093494962	0.999996095524618	0	0	0.18931079894644426	9.323782404128917E-5	LDHC;FGFR2
RIG-I-like receptor signaling pathway	2/70	0.9995076093494962	0.999996095524618	0	0	0.18931079894644426	9.323782404128917E-5	MAPK10;IFNK
Glycosaminoglycan biosynthesis	1/53	0.9995173256307959	0.999996095524618	0	0	0.1238487361202766	5.97930420291401E-5	HS3ST2
Platelet activation	6/124	0.9995376360741103	0.999996095524618	0	0	0.32682222391122595	1.5114575138038753E-4	FGB;COL3A1;COL1A2;PLA2G4D;ADCY2;F2
Progesterone-mediated oocyte maturation	4/100	0.9995953126555993	0.999996095524618	0	0	0.2679549414986308	1.0845992135341923E-4	MAPK10;RPS6KA6;ADCY2;IGF1
Viral protein interaction with cytokine and cytokine receptor	4/100	0.9995953126555993	0.999996095524618	0	0	0.2679549414986308	1.0845992135341923E-4	CCL25;IL20RA;CX3CL1;CCL15
Non-small cell lung cancer	2/72	0.9996207745064465	0.999996095524618	0	0	0.18388059701492537	6.974543561753348E-5	PRKCG;JAK3
Melanogenesis	4/101	0.9996394242685622	0.999996095524618	0	0	0.2651771209473141	9.563367697398992E-5	PRKCG;GNAO1;WNT7A;ADCY2
Leukocyte transendothelial migration	5/114	0.9996416017021827	0.999996095524618	0	0	0.29488370180230505	1.0570476011472301E-4	PRKCG;CLDN6;CDH5;ITK;CLDN14
Fluid shear stress and atherosclerosis	7/139	0.9996621556862627	0.999996095524618	0	0	0.34070235060889265	1.1512379988591906E-4	MAPK10;CDH5;NPPC;PRKAA2;IFNG;TRPV4;BMPR1B
Legionellosis	1/57	0.999727805113855	0.999996095524618	0	0	0.11497575531518091	3.1300072680594875E-5	HSPA6
Chronic myeloid leukemia	2/76	0.9997750437788323	0.999996095524618	0	0	0.17390076643807986	3.912446008643491E-5	SHC4;MECOM
Neurotrophin signaling pathway	5/119	0.9997937030989921	0.999996095524618	0	0	0.28186828670480835	5.815455279789582E-5	SHC4;MAPK10;NGFR;NTRK2;RPS6KA6
Bacterial invasion of epithelial cells	2/77	0.9998025388849582	0.999996095524618	0	0	0.17157213930348258	3.388217125273603E-5	SHC4;CDH1
Insulin signaling pathway	6/137	0.9998835339528009	0.999996095524618	0	0	0.2941669804539075	3.4262460675361985E-5	SHC4;MAPK10;PRKAA2;IRS4;SORBS1;G6PC1
Fc gamma R-mediated phagocytosis	3/97	0.9998895434681816	0.999996095524618	0	0	0.20518929737199496	2.2665749967077865E-5	PRKCG;PLA2G4D;PLPP2
Mitophagy	1/68	0.999941951832741	0.999996095524618	0	0	0.09603790076102145	5.574985936998901E-6	MAPK10
Renal cell carcinoma	1/69	0.9999493308863217	0.999996095524618	0	0	0.09462009346819668	4.794437738177112E-6	PAK3
C-type lectin receptor signaling pathway	3/104	0.9999521076612208	0.999996095524618	0	0	0.1908906456155134	9.142418397249423E-6	MAPK10;PPP3R2;EGR3
Regulation of actin cytoskeleton	12/218	0.9999548539963176	0.999996095524618	0	0	0.37333915130358897	1.6855151173771872E-5	TIAM1;FGF16;FGF8;FGF9;CHRM4;FGF18;ITGA8;F2;PAK3;FGF23;FGFR2;FGF10
Human papillomavirus infection	22/331	0.9999695536179276	0.999996095524618	0	0	0.4552619412609193	1.3861290020785167E-5	MAGI1;PATJ;LAMC3;LAMA1;LAMA4;WNT7A;AXIN2;COMP;COL1A2;COL2A1;RELN;CCND2;DLG2;PPP2R2B;TBPL2;COL9A1;COL4A6;ITGA8;TNR;COL4A5;ATP6V0A4;COL6A5
Measles	5/139	0.9999757555650531	0.999996095524618	0	0	0.23951962265623694	5.807088305058058E-6	MAPK10;CCND2;HSPA6;CD3G;JAK3
mTOR signaling pathway	6/154	0.9999790544497332	0.999996095524618	0	0	0.2601199854563083	5.44841329097328E-6	PRKCG;RPS6KA6;PRKAA2;SESN2;WNT7A;IGF1
Pancreatic cancer	1/76	0.9999794915787826	0.999996095524618	0	0	0.08575407186373243	1.7586986610140621E-6	MAPK10
Pertussis	1/76	0.9999794915787826	0.999996095524618	0	0	0.08575407186373243	1.7586986610140621E-6	MAPK10
TNF signaling pathway	3/112	0.9999802946686418	0.999996095524618	0	0	0.17679813431685792	3.4839001460413027E-6	MAPK10;MMP3;CX3CL1
Apoptosis	5/142	0.999981748218547	0.999996095524618	0	0	0.23423376750856853	4.2752225488076165E-6	HRK;MAPK10;NGFR;PRF1;GZMB
Leishmaniasis	1/77	0.9999818038428635	0.999996095524618	0	0	0.08462082098195882	1.5397877647595988E-6	IFNG
Lysosome	4/128	0.9999820560830017	0.999996095524618	0	0	0.20711171071333928	3.71642869015467E-6	HYAL4;ACP5;ATP6V0A4;AP1M2
Phosphatidylinositol signaling system	2/97	0.9999831307654977	0.999996095524618	0	0	0.13529457973291437	2.2823352430804785E-6	PRKCG;DGKB
Oocyte meiosis	4/129	0.9999836685581986	0.999996095524618	0	0	0.20544286781179985	3.355205636919005E-6	RPS6KA6;PPP3R2;ADCY2;IGF1
mRNA surveillance pathway	2/98	0.9999848050187008	0.999996095524618	0	0	0.13387748756218906	2.0342813753648434E-6	PPP2R2B;MSI1
RNA degradation	1/79	0.9999855311376863	0.999996095524618	0	0	0.08244149236316338	1.1928432315024462E-6	ENO2
Alcoholism	8/186	0.9999872647790858	0.999996095524618	0	0	0.2880841730185809	3.6688389470520674E-6	SHC4;GNAO1;NTRK2;GRIN2A;DDC;H3C12;FOSB;GRIN2B
B cell receptor signaling pathway	1/81	0.9999883155598404	0.999996095524618	0	0	0.08037113017530773	9.390971475191382E-7	PPP3R2
Systemic lupus erythematosus	4/135	0.9999901096940528	0.999996095524618	0	0	0.19596485927175913	1.9381619976258367E-6	GRIN2A;IFNG;H3C12;GRIN2B
Lipid and atherosclerosis	10/215	0.999990134270641	0.999996095524618	0	0	0.31241784723236454	3.082245132043878E-6	SELP;MAPK10;CYP2B6;PPP3R2;MMP1;HSPA6;MMP3;APOB;LDLR;POU2F3
NF-kappa B signaling pathway	2/104	0.9999912188919445	0.999996095524618	0	0	0.12595844307872403	1.1060595553939735E-6	EDA;LCK
Chemokine signaling pathway	8/192	0.9999912304442702	0.999996095524618	0	0	0.27859256609541155	2.4431437469441834E-6	SHC4;CCL25;TIAM1;ITK;ADCY2;JAK3;CX3CL1;CCL15
Proteoglycans in cancer	9/205	0.9999913320349021	0.999996095524618	0	0	0.29413179413179413	2.5495351753764436E-6	PRKCG;TIAM1;COL1A2;ERBB3;ERBB4;WNT7A;NANOG;IGF1;FLNC
Yersinia infection	4/137	0.9999913940431865	0.999996095524618	0	0	0.19299555835069376	1.6609185872728063E-6	MAPK10;RPS6KA6;LCK;CD8B2
Hepatitis C	5/157	0.9999934692072603	0.999996095524618	0	0	0.21093427442345122	1.3775725262862743E-6	CLDN6;IFNG;CLDN14;PPP2R2B;LDLR
Pathways in cancer	35/531	0.9999939147893125	0.999996095524618	0	0	0.44844589736402746	2.728896070347782E-6	LAMC3;LAMA1;IL23R;LAMA4;PTGER3;IL5RA;ADCY2;KLK3;GLI2;FGF8;CCND2;MECOM;FGF9;CDH1;PIM1;JAK3;FGF23;RUNX1T1;PRKCG;DCC;MMP1;ZBTB16;WNT7A;IGF1;AXIN2;F2;ESR2;MAPK10;FGF16;IFNG;FGF18;COL4A6;COL4A5;FGFR2;FGF10
Necroptosis	5/159	0.9999939627323474	0.999996095524618	0	0	0.20817061160729447	1.256785493453754E-6	MAPK10;PLA2G4D;IFNG;RNF103-CHMP3;JAK3
Herpes simplex virus 1 infection	14/498	0.9999941375176397	0.999996095524618	0	0	0.1825089521355025	1.069958648808708E-6	ZNF560;POU2F3;ZNF90;ZNF806;IFNG;ZNF727;ZNF229;ZNF735;ZNF667;ZNF578;ZNF677;ZNF676;ZFP37;ZIM3
Pathways of neurodegeneration	27/475	0.9999942033842772	0.999996095524618	0	0	0.3829449152542373	2.2197909503547733E-6	GRIA1;DNAH3;GRIA2;RYR2;DNAH2;DNAH8;CHRNA7;DNAH5;CACNA1B;DNAH9;CACNA1C;GRM1;GRIN2A;KLC3;UCHL1;PPP3R2;NEFM;NOS1;SNCA;PRKCG;DNAI2;WNT7A;AXIN2;COX6B2;GRIN2B;MAPK10;NOX4
Coronavirus disease	10/232	0.9999944283269745	0.999996095524618	0	0	0.2882073690456924	1.605801697369152E-6	PRKCG;SELP;FGB;MAPK10;ACE2;CSF3;MMP1;MMP3;F2;RPL3L
Human T-cell leukemia virus 1 infection	9/219	0.9999944752038216	0.999996095524618	0	0	0.2742985409652076	1.5154477171487419E-6	MAPK10;EGR1;PPP3R2;CCND2;LCK;TBPL2;CD3G;ADCY2;JAK3
Alzheimer disease	15/369	0.9999946084977523	0.999996095524618	0	0	0.2695213945714413	1.4531291219006452E-6	CHRNA7;IRS4;WNT7A;GPR83;CACNA1C;AXIN2;COX6B2;GRIN2B;MAPK10;GRIN2A;KLC3;PPP3R2;NOX4;NOS1;SNCA
Amyotrophic lateral sclerosis	17/364	0.9999946230244154	0.999996095524618	0	0	0.3119820925542441	1.6775246044922472E-6	GRIA1;DNAH3;GRIA2;DNAI2;DNAH2;DNAH8;DNAH5;DNAH9;COX6B2;GRIN2B;GRIN2A;KLC3;PPP3R2;ERBB4;NEFM;MATR3;NOS1
Huntington disease	15/306	0.9999946766176672	0.999996095524618	0	0	0.3290890185118613	1.7518713300201667E-6	GRIA1;DNAH3;GRIA2;DNAI2;DNAH2;DNAH8;DNAH5;UCP1;CACNA1B;DNAH9;COX6B2;GRIN2B;MAPK10;KLC3;TBPL2
MicroRNAs in cancer	9/310	0.9999948746453325	0.999996095524618	0	0	0.19035314384151594	9.756298744798873E-7	PRKCG;SHC4;CCND2;EFNA2;CYP24A1;ERBB3;PIM1;IGF2BP1;TNR
Human immunodeficiency virus 1 infection	8/212	0.9999949644069303	0.999996095524618	0	0	0.2509862583776966	1.2638678454530976E-6	PRKCG;GNAO1;MAPK10;PPP3R2;WEE2;CD3G;PAK3;AP1M2
Prion disease	11/273	0.9999950241151838	0.999996095524618	0	0	0.2680986907725328	1.3340315236499252E-6	MAPK10;EGR1;RYR2;GRIN2A;KLC3;PPP3R2;HSPA6;CACNA1B;CACNA1C;COX6B2;GRIN2B
Thermogenesis	9/232	0.9999950865769062	0.999996095524618	0	0	0.2581117603539128	1.2682153997547784E-6	RPS6KA6;PRKAA2;PRDM16;ACSL6;UCP1;ADCY2;PLIN1;CPT1C;COX6B2
Endocytosis	5/252	0.9999951825933622	0.999996095524618	0	0	0.12908733717573148	6.218676928654774E-7	HSPA6;FOLR3;LDLR;RNF103-CHMP3;FGFR2
Phagosome	4/152	0.9999951847653076	0.999996095524618	0	0	0.1732838140605131	8.344042420273864E-7	COMP;ATP6V0A4;NOS1;DYNC1I1
Salmonella infection	6/249	0.9999951999933074	0.999996095524618	0	0	0.15755042536308106	7.562449111506145E-7	MAPK10;KLC3;RHOJ;FLNC;PAK3;DYNC1I1
Parkinson disease	5/249	0.9999952001475172	0.999996095524618	0	0	0.1306974408592932	6.273299415517069E-7	MAPK10;UCHL1;KLC3;COX6B2;SNCA
Shigellosis	2/246	0.9999952178895959	0.999996095524618	0	0	0.052220455101541476	2.4972457875423495E-7	MAPK10;H3C12
Protein processing in endoplasmic reticulum	5/171	0.9999953001239427	0.999996095524618	0	0	0.19298711468961388	9.070176511407598E-7	MAPK10;TUSC3;FBXO2;HSPA6;CRYAB
Human cytomegalovirus infection	6/225	0.9999953438926367	0.999996095524618	0	0	0.1750619407416508	8.151090889456168E-7	PRKCG;GNAO1;PPP3R2;PTGER3;ADCY2;CX3CL1
Non-alcoholic fatty liver disease	4/155	0.999995382602027	0.999996095524618	0	0	0.16981141407297132	7.840886893542783E-7	MAPK10;PRKAA2;LEP;COX6B2
Autophagy	3/137	0.9999954082565137	0.999996095524618	0	0	0.14360448596881215	6.593964769454264E-7	MAPK10;PRKAA2;IRS4
Pathogenic Escherichia coli infection	6/197	0.9999954288994611	0.999996095524618	0	0	0.2010541638297373	9.190408971386896E-7	CLDN6;MAPK10;CLDN14;NLRP4;F2;PAK3
Diabetic cardiomyopathy	6/203	0.9999954423599885	0.999996095524618	0	0	0.1948623978511757	8.881146850392529E-7	PRKCG;MAPK10;RYR2;COL3A1;COL1A2;COX6B2
Viral carcinogenesis	4/203	0.9999954937974952	0.999996095524618	0	0	0.12849159914584124	5.790104704877059E-7	EGR3;CCND2;TBPL2;JAK3
Epstein-Barr virus infection	4/202	0.9999955006415265	0.999996095524618	0	0	0.12914809031313887	5.810848617376796E-7	MAPK10;CCND2;CD3G;JAK3
Kaposi sarcoma-associated herpesvirus infection	4/193	0.9999955625081671	0.999996095524618	0	0	0.1353691256603878	6.007007223447971E-7	MAPK10;CD200R1;PPP3R2;ANGPT2
Neutrophil extracellular trap formation	4/189	0.9999955894845869	0.999996095524618	0	0	0.1383283208525927	6.101005366200682E-7	PRKCG;SELP;FGB;H3C12
